STT,type,tên giống loài,tuổi thọ trung bình,cân nặng trung bình,chiều cao trung bình,chiều dài trung bình,cách chăm,giá có giấy tờ,giá không giấy tờ,giá quốc tế,score_energy,score_space,score_grooming,score_kid_friendly,score_size,size_index
116,Dog,mexican_hairless,12 năm – 15 năm,18 – 25 kg,46 – 60 cm,65 – 80 cm,"Mexican Hairless hay còn gọi là Xoloitzcuintli (Xolo), là giống chó cổ xưa nhất châu Mỹ, gắn liền với văn hóa và tín ngưỡng Mexico. Có 3 kích cỡ: Toy (25 – 35 cm), Miniature (36 – 45 cm), Standard (46 – 60 cm). Đặc điểm nổi bật là làn da trơn nhẵn, ít hoặc hoàn toàn không có lông, đôi tai dựng và thân hình thanh thoát.  
  
Tính cách: trung thành, cảnh giác, thông minh và tình cảm. Xolo có bản năng bảo vệ mạnh mẽ, thường gắn bó với một gia đình hoặc một người chủ duy nhất. Chúng khá điềm tĩnh, ít sủa vô cớ, thích hợp làm chó canh gác và bầu bạn.  
  
Nhu cầu vận động: cần khoảng 45 – 60 phút vận động/ngày, bao gồm đi dạo, chạy bộ hoặc chơi đùa ngoài trời. Giống chó này khá dẻo dai và thích các hoạt động thể chất vừa phải.  
  
Chăm sóc da: do hầu như không có lông, Xolo cần chăm sóc da đặc biệt. Nên tắm nhẹ bằng sữa tắm dịu 1 – 2 tuần/lần, thoa kem dưỡng ẩm cho da để tránh khô nứt, và dùng kem chống nắng khi ra ngoài để ngừa cháy nắng. Ngoài ra, cũng cần vệ sinh tai, răng và cắt móng thường xuyên.  
  
Dinh dưỡng: khẩu phần ăn giàu protein từ thịt nạc, cá, nội tạng động vật kết hợp rau củ quả và hạt khô chất lượng cao. Do hoạt động nhiều, Xolo cần chế độ ăn cân đối để duy trì cơ bắp săn chắc.  
  
Sức khỏe: Mexican Hairless nhìn chung khá khỏe mạnh, ít bệnh di truyền. Tuy nhiên, có thể gặp các vấn đề về da (mụn, cháy nắng, khô da), bệnh răng miệng (vì thường thiếu răng) và loạn sản xương hông ở cá thể lớn. Chăm sóc da đúng cách và khám thú y định kỳ sẽ giúp chúng sống khỏe mạnh và lâu dài.",30 – 50 triệu VNĐ,15 – 25 triệu VNĐ,2.500 – 5.000 USD,3,3,5,3,medium,1.104967662764325
117,Dog,dingo,10 năm – 14 năm,13 – 20 kg,48 – 58 cm,75 – 90 cm,"Dingo là giống chó hoang bản địa của Australia, nổi bật với ngoại hình săn chắc, dáng thanh thoát, tai dựng, mõm nhọn và bộ lông ngắn mượt, phổ biến màu vàng, đỏ, nâu hoặc pha trắng. Chúng là giống chó thông minh, dẻo dai, có bản năng sinh tồn cao và khả năng săn mồi tự nhiên.  
  
Tính cách: Dingos độc lập, cảnh giác và rất thông minh. Chúng trung thành nhưng không quá quấn người, có khả năng thích nghi tốt với môi trường hoang dã hoặc bán hoang dã. Dingo hiếm khi trở nên hung hăng với con người nếu được xã hội hóa từ nhỏ.  
  
Nhu cầu vận động: là giống chó năng động và cần vận động 1 – 2 giờ/ngày. Chúng thích chạy nhảy, săn mồi mô phỏng, các trò chơi kéo co hoặc đi bộ đường dài.  
  
Chăm sóc lông: bộ lông ngắn, dễ chăm sóc, chỉ cần chải lông 1 – 2 lần/tuần để loại bỏ lông rụng và bụi bẩn. Tắm khi cần thiết, vệ sinh tai, răng và cắt móng định kỳ.  
  
Dinh dưỡng: Dingo cần chế độ ăn giàu protein (thịt nạc, cá, nội tạng), bổ sung rau củ và ngũ cốc nhỏ nếu nuôi trong môi trường gia đình. Tránh cho ăn đồ chế biến sẵn quá nhiều hoặc thức ăn con người nhiều mỡ.  
  
Sức khỏe: Dingo nhìn chung khỏe mạnh, ít bệnh di truyền, nhưng khi nuôi trong nhà cần theo dõi răng miệng, cân nặng và chế độ vận động để tránh stress hoặc tăng cân.  
  
Dingo là giống chó thông minh, bền bỉ, năng động và gần gũi với tự nhiên, phù hợp cho những người yêu thích nuôi chó có bản năng hoang dã nhưng có thể huấn luyện được.",25 – 50 triệu VNĐ,10 – 20 triệu VNĐ,2.000 – 5.000 USD,5,5,1,2,medium,1.0507142938822085
118,Dog,dhole,10 năm – 14 năm,12 – 21 kg,42 – 55 cm,70 – 90 cm,"Dhole là chó hoang dã bản địa châu Á, phân bố ở các khu rừng Ấn Độ, Đông Nam Á và Nga. Chúng có thân hình vừa, cơ bắp săn chắc, bộ lông màu đỏ cam đến nâu vàng, tai dựng, mõm dài và đuôi dài phủ lông. Là giống chó sống theo bầy, cực kỳ thông minh và dẻo dai.  
  
Tính cách: Dholes độc lập, tinh ranh, có kỹ năng săn mồi và phối hợp nhóm cực tốt. Chúng rất cảnh giác, không phù hợp làm thú cưng hay chó gia đình. Bản năng hoang dã rất mạnh, khó thuần hóa.  
  
Nhu cầu vận động: Là giống chó hoang, chúng di chuyển và săn mồi hàng chục km mỗi ngày. Trong môi trường nuôi nhốt, cần không gian cực lớn và kích thích trí tuệ để tránh stress.  
  
Chăm sóc lông: Lông ngắn, mượt, không đòi hỏi chăm sóc nhiều. Tuy nhiên, trong môi trường nuôi nhốt, cần vệ sinh và kiểm tra sức khỏe định kỳ.  
  
Dinh dưỡng: Dholes là thú săn mồi ăn thịt, khẩu phần chủ yếu là thịt tươi, cá, chim và các loài động vật nhỏ; trong nuôi nhốt, cần chế độ ăn giàu protein động vật và bổ sung vitamin, khoáng chất phù hợp.  
  
Sức khỏe: Dholes khỏe mạnh trong tự nhiên, nhưng nuôi nhốt dễ gặp stress, bệnh đường ruột, bệnh da và yếu tố tâm lý do thiếu vận động.  
  
Dhole là loài chó hoang dã và quý hiếm, thích hợp nghiên cứu khoa học và bảo tồn sinh thái, hoàn toàn không phù hợp làm chó cảnh hay chó gia đình.","Không áp dụng (động vật hoang dã, bị cấm mua bán",Không áp dụng / bất hợp pháp,Không có giá thương mại,5,5,1,1,medium,1.0095530968033282
119,Dog,african_hunting_dog,10 năm – 12 năm,18 – 36 kg,60 – 75 cm,75 – 100 cm,"African Hunting Dog là loài chó hoang dã bản địa châu Phi, nổi bật với bộ lông màu lốm đốm vàng, nâu, đen và trắng, thân hình săn chắc, chân dài và cơ bắp. Chúng sống theo bầy và có kỹ năng săn mồi tập thể cực kỳ tinh vi, thường săn các loài động vật lớn hơn chúng như linh dương và nai.  
  
Tính cách: Rất thông minh, xã hội và hợp tác, nhưng hoàn toàn không thích hợp nuôi làm thú cưng. Chúng trung thành với bầy, cảnh giác với người lạ và có bản năng săn mồi rất cao.  
  
Nhu cầu vận động: Là loài săn mồi hoang dã, chúng di chuyển hàng chục km mỗi ngày để săn mồi. Trong môi trường nuôi nhốt, cần không gian cực rộng và môi trường kích thích trí tuệ.  
  
Chăm sóc lông: Lông ngắn, mượt, không rụng nhiều. Trong môi trường nuôi nhốt, chỉ cần vệ sinh định kỳ và kiểm tra sức khỏe.  
  
Dinh dưỡng: Chúng là động vật ăn thịt bắt buộc, khẩu phần chính là thịt tươi, chim, thỏ và các động vật nhỏ. Trong nuôi nhốt, cần chế độ ăn giàu protein và bổ sung khoáng chất cần thiết.  
  
Sức khỏe: Loài này khỏe mạnh trong tự nhiên nhưng trong nuôi nhốt dễ gặp stress, rối loạn hành vi, bệnh da và yếu tố tâm lý do thiếu không gian vận động và săn mồi.  
  
African Hunting Dog là loài hoang dã, quý hiếm và được bảo tồn, thích hợp nghiên cứu sinh thái và giáo dục bảo tồn, không phù hợp làm chó cảnh hay chó gia đình.","Không áp dụng (động vật hoang dã, bị cấm mua bán",Không áp dụng / bất hợp pháp,Không có giá thương mại,5,5,1,1,large,1.377951979874315
120,Cat,abyssinian,12 năm – 15 năm,3 – 5 kg,20 – 25 cm,40 – 50 cm,"Abyssinian là giống mèo có thân hình thon gọn, cơ bắp săn chắc và rất năng động, vì vậy việc chăm sóc cần chú trọng đến cả dinh dưỡng lẫn vận động. Về chế độ ăn uống, chúng cần thức ăn giàu protein (đạm) để duy trì cơ bắp và mức năng lượng cao. Có thể kết hợp thức ăn hạt cao cấp với thức ăn ướt để đảm bảo đủ nước và dưỡng chất. Khẩu phần nên được chia đều trong ngày, tránh cho ăn quá nhiều một lúc để hạn chế béo phì.

Do Abyssinian cực kỳ hiếu động và tò mò, chúng cần không gian để leo trèo và vui chơi. Nên trang bị trụ cào móng, kệ leo tường hoặc đồ chơi tương tác để giúp mèo giải tỏa năng lượng và tránh stress. Giống mèo này không thích bị bỏ một mình quá lâu, vì vậy chủ nuôi nên dành thời gian chơi và tương tác hằng ngày.

Về chăm sóc lông, Abyssinian có bộ lông ngắn, mịn và ôm sát cơ thể nên rất dễ chăm. Chỉ cần chải lông 1–2 lần mỗi tuần để loại bỏ lông rụng và giữ lông bóng mượt. Tắm không cần quá thường xuyên, chỉ khi mèo thật sự bẩn.

Về sức khỏe, Abyssinian tương đối khỏe mạnh nhưng có nguy cơ mắc một số bệnh di truyền như thiếu men pyruvate kinase (PK deficiency), bệnh nướu răng hoặc teo võng mạc tiến triển (PRA). Vì vậy, nên cho mèo khám sức khỏe định kỳ và tiêm phòng đầy đủ. Giống mèo này thông minh, thân thiện, tình cảm và rất quấn chủ; nếu được chăm sóc đúng cách, Abyssinian là một người bạn đồng hành năng động và trung thành.",20 – 40 triệu VNĐ,10 – 18 triệu VNĐ,800 – 2.500 USD,5,4,1,4,small,0.4312896053555861
121,Cat,bengal,12 năm – 16 năm,4 – 7 kg,20 – 25 cm,45 – 55 cm,"Bengal là giống mèo có ngoại hình hoang dã với bộ lông đốm hoặc vân cẩm thạch giống báo rừng, đồng thời sở hữu mức năng lượng rất cao. Vì vậy, việc chăm sóc Bengal cần tập trung vào chế độ dinh dưỡng giàu đạm và môi trường sống kích thích vận động. Thức ăn cho Bengal nên có hàm lượng protein cao, ưu tiên các loại thức ăn chất lượng tốt hoặc thực phẩm tươi nấu chín, hạn chế tinh bột để tránh các vấn đề tiêu hóa.

Bengal rất hiếu động, thích leo trèo, chạy nhảy và chơi các trò tương tác. Chủ nuôi nên chuẩn bị trụ cào móng cao, kệ leo, đồ chơi thông minh hoặc dành thời gian chơi cùng mèo mỗi ngày. Giống mèo này khá thông minh, có thể học các trò chơi như bắt bóng, đi dây dắt và thậm chí mở cửa hoặc vòi nước, nên cần đảm bảo môi trường an toàn trong nhà.

Về chăm sóc lông, Bengal có bộ lông ngắn, dày và mượt nên rất dễ chăm sóc. Chỉ cần chải lông 1–2 lần mỗi tuần để loại bỏ lông rụng và giữ độ bóng tự nhiên. Tắm không cần thường xuyên, nhưng Bengal thường không sợ nước và có thể thích chơi với nước.

Về sức khỏe, Bengal có nguy cơ mắc một số bệnh di truyền như bệnh cơ tim phì đại (HCM), rối loạn tiêu hóa hoặc dị ứng thức ăn. Do đó, nên cho mèo khám sức khỏe định kỳ, tiêm phòng và tẩy giun đầy đủ. Bengal có tính cách thông minh, năng động, tò mò và rất gắn bó với chủ; nếu được chăm sóc đúng cách, chúng là giống mèo phù hợp với người nuôi có thời gian và thích tương tác nhiều.",25 – 50 triệu VNĐ,12 – 25 triệu VNĐ,1.000 – 4.000 USD,5,4,2,3,small,0.4835322184608118
122,Cat,birman,12 năm – 16 năm,4 – 6 kg,23 – 28 cm,45 – 55 cm,"Birman là giống mèo lông dài, nổi bật với bộ lông mượt, mắt xanh sapphire và đặc trưng “găng tay trắng” ở bốn chân. Tính cách của Birman hiền lành, tình cảm và rất quấn người, nên việc chăm sóc không quá phức tạp nhưng cần sự đều đặn. Về chế độ ăn, Birman cần thức ăn giàu protein và cân đối dưỡng chất để duy trì bộ lông dài khỏe mạnh. Có thể kết hợp thức ăn hạt chất lượng cao với thức ăn ướt để hỗ trợ tiêu hóa và bổ sung độ ẩm cho cơ thể.

Do bộ lông dài và mịn, Birman cần được chải lông khoảng 2–3 lần mỗi tuần để tránh rối lông và giảm rụng lông trong nhà. Tuy nhiên, lông của Birman ít bị bết và ít rối hơn so với một số giống mèo lông dài khác, nên việc chăm sóc tương đối nhẹ nhàng. Tắm chỉ cần thực hiện khi mèo quá bẩn hoặc theo chu kỳ vài tháng một lần.

Birman không quá hiếu động nhưng vẫn cần vận động và tương tác hằng ngày. Các trò chơi nhẹ nhàng trong nhà, đồ chơi tương tác hoặc thời gian chơi cùng chủ sẽ giúp mèo tránh buồn chán và stress. Giống mèo này rất hòa đồng, thân thiện với trẻ em và các vật nuôi khác, phù hợp với gia đình.

Về sức khỏe, Birman nhìn chung khá khỏe mạnh nhưng có thể gặp một số vấn đề như bệnh tim (HCM) hoặc thận đa nang ở một số dòng. Vì vậy, nên cho mèo kiểm tra sức khỏe định kỳ, tiêm phòng và theo dõi chế độ dinh dưỡng hợp lý. Nếu được chăm sóc tốt, Birman sẽ là người bạn đồng hành dịu dàng, trung thành và rất tình cảm.",20 – 40 triệu VNĐ,10 – 18 triệu VNĐ,800 – 3.000 USD,3,3,4,5,small,0.4935588121449902
123,Cat,bombay,12 năm – 16 năm,3 – 5.5 kg,22 – 28 cm,40 – 50 cm,"Bombay là giống mèo lông ngắn với bộ lông đen tuyền, bóng mượt như nhung và đôi mắt màu đồng hoặc vàng nổi bật. Giống mèo này có tính cách thân thiện, thông minh và rất quấn chủ, thường được ví như “chú báo đen mini” trong nhà. Về chế độ ăn uống, Bombay cần khẩu phần cân đối, giàu protein để duy trì cơ bắp và độ bóng của lông. Có thể kết hợp thức ăn hạt cao cấp với thức ăn ướt để đảm bảo đủ dinh dưỡng và độ ẩm cho cơ thể.

Bombay là giống mèo năng động vừa phải, thích chơi và tương tác với con người. Chủ nuôi nên dành thời gian chơi cùng mèo mỗi ngày bằng các trò chơi đơn giản như bắt bóng, đồ chơi cần câu hoặc đồ chơi tương tác để giúp mèo vận động và tránh buồn chán. Chúng thích được ở gần con người và không phù hợp với môi trường bị bỏ một mình quá lâu.

Về chăm sóc lông, Bombay rất dễ chăm sóc do bộ lông ngắn và ôm sát cơ thể. Chỉ cần chải lông 1 lần mỗi tuần để loại bỏ lông rụng và giữ lông luôn bóng mượt. Việc tắm không cần thường xuyên, chỉ thực hiện khi thật sự cần thiết.

Về sức khỏe, Bombay nhìn chung khá khỏe mạnh nhưng có thể gặp một số vấn đề như bệnh tim phì đại (HCM), các vấn đề về hô hấp do cấu trúc mũi ngắn, hoặc chảy nước mắt. Vì vậy, nên cho mèo kiểm tra sức khỏe định kỳ, vệ sinh mắt mũi thường xuyên và tiêm phòng đầy đủ. Với tính cách hiền lành, trung thành và tình cảm, Bombay là giống mèo rất phù hợp nuôi trong gia đình.",18 – 35 triệu VNĐ,8 – 15 triệu VNĐ,800 – 2.500 USD,3,3,1,5,small,0.4528733163501153
124,Cat,british_shorthair,12 năm – 16 năm,4 – 7 kg,28 – 33 cm,45 – 55 cm,"British Shorthair là giống mèo có thân hình mập mạp, chắc khỏe với khuôn mặt tròn và bộ lông ngắn, dày đặc trưng. Giống mèo này có tính cách điềm đạm, độc lập vừa phải và rất thân thiện, phù hợp với nhiều kiểu gia đình. Về chế độ ăn uống, British Shorthair dễ tăng cân nên khẩu phần cần được kiểm soát hợp lý. Thức ăn nên giàu protein, hạn chế chất béo và tinh bột, đồng thời chia thành các bữa nhỏ trong ngày để tránh béo phì.

Do không quá hiếu động, British Shorthair không cần vận động cường độ cao nhưng vẫn nên được khuyến khích chơi đùa mỗi ngày để duy trì sức khỏe và vóc dáng. Các trò chơi nhẹ trong nhà, đồ chơi tương tác hoặc thời gian chơi cùng chủ là đủ để đáp ứng nhu cầu vận động của chúng.

Về chăm sóc lông, British Shorthair có bộ lông ngắn nhưng rất dày, vì vậy cần chải lông 2–3 lần mỗi tuần để loại bỏ lông rụng và hạn chế búi lông trong dạ dày. Vào mùa rụng lông, nên chải thường xuyên hơn. Việc tắm không cần thiết thường xuyên, chỉ khi mèo thật sự bẩn.

Về sức khỏe, British Shorthair nhìn chung khỏe mạnh nhưng có nguy cơ mắc một số bệnh di truyền như bệnh cơ tim phì đại (HCM), béo phì và các vấn đề về khớp do trọng lượng cơ thể lớn. Nên cho mèo kiểm tra sức khỏe định kỳ, kiểm soát cân nặng và tiêm phòng đầy đủ. Với tính cách hiền lành, trầm ổn và dễ thích nghi, British Shorthair là giống mèo rất được ưa chuộng để nuôi làm thú cưng trong gia đình.",20 – 45 triệu VNĐ,10 – 20 triệu VNĐ,800 – 3.000 USD,2,3,3,5,small,0.5367262341340486
125,Cat,caracal,12 năm – 15 năm,8 – 19 kg,40 – 50 cm,65 – 90 cm,"Caracal là loài mèo hoang dã cỡ trung, nổi bật với thân hình săn chắc, tai dài có chùm lông đen đặc trưng và khả năng bật nhảy cực tốt. Khác với các giống mèo nhà thông thường, Caracal có nhu cầu chăm sóc rất cao và chỉ phù hợp với người có kinh nghiệm nuôi thú ngoại lai. Về chế độ ăn uống, Caracal là động vật ăn thịt thuần túy, cần khẩu phần giàu protein từ thịt tươi như gà, thỏ, cá hoặc thịt bò, kèm theo nội tạng để đảm bảo đủ dưỡng chất. Thức ăn công nghiệp cho mèo nhà không đáp ứng đủ nhu cầu dinh dưỡng của Caracal.

Caracal có mức năng lượng rất cao và cần không gian rộng để vận động, leo trèo và chạy nhảy. Việc nuôi nhốt trong không gian chật hẹp dễ khiến chúng bị stress hoặc có hành vi hung dữ. Cần có khu vực nuôi riêng, hàng rào chắc chắn và đồ chơi lớn để kích thích bản năng săn mồi.

Về chăm sóc lông, Caracal có bộ lông ngắn, dày vừa phải nên khá dễ chăm sóc. Chỉ cần chải lông 1 lần mỗi tuần để loại bỏ lông rụng. Việc tắm chỉ cần thực hiện khi thật sự cần thiết.

Về sức khỏe, Caracal tương đối khỏe mạnh nhưng vẫn cần được tiêm phòng, tẩy giun và theo dõi thú y định kỳ, tốt nhất là với bác sĩ thú y chuyên về động vật hoang dã. Do bản năng hoang dã mạnh, Caracal không phù hợp với gia đình có trẻ nhỏ hoặc vật nuôi khác. Nếu được nuôi và huấn luyện đúng cách, chúng có thể gắn bó với chủ nhưng vẫn giữ nhiều đặc điểm hoang dã tự nhiên.",400 – 800 triệu VNĐ,200 – 400 triệu VNĐ,7.000 – 15.000 USD,5,5,2,1,medium,0.9155141785238896
126,Cat,egyptian_mau,12 năm – 15 năm,3 – 6 kg,20 – 25 cm,45 – 55 cm,"Egyptian Mau là một trong số ít giống mèo có hoa văn đốm tự nhiên, nổi bật với thân hình thon gọn, cơ bắp săn chắc và khả năng chạy rất nhanh. Giống mèo này thông minh, trung thành và thường chỉ gắn bó đặc biệt với một người trong gia đình. Về chế độ ăn uống, Egyptian Mau cần khẩu phần giàu protein để duy trì thể lực và sự nhanh nhẹn. Nên ưu tiên thức ăn chất lượng cao, hạn chế tinh bột và có thể kết hợp thức ăn ướt để hỗ trợ tiêu hóa và bổ sung nước.

Egyptian Mau có mức năng lượng khá cao, thích leo trèo, chạy nhảy và chơi các trò tương tác. Chủ nuôi nên dành thời gian chơi cùng mèo mỗi ngày, chuẩn bị trụ cào móng, kệ leo hoặc đồ chơi vận động để giúp mèo giải tỏa năng lượng và tránh stress. Tuy nhiên, giống mèo này cũng khá nhạy cảm với môi trường lạ, nên cần không gian sống ổn định và yên tĩnh.

Về chăm sóc lông, Egyptian Mau có bộ lông ngắn, mịn và ôm sát cơ thể nên rất dễ chăm sóc. Chỉ cần chải lông 1–2 lần mỗi tuần để loại bỏ lông rụng và giữ lông bóng mượt. Tắm không cần thường xuyên, chỉ khi mèo thật sự bẩn.

Về sức khỏe, Egyptian Mau nhìn chung khỏe mạnh nhưng có thể gặp một số vấn đề di truyền như bệnh tim phì đại (HCM) hoặc nhạy cảm với thuốc gây mê. Vì vậy, nên cho mèo kiểm tra sức khỏe định kỳ, tiêm phòng đầy đủ và thông báo cho bác sĩ thú y về giống mèo trước khi tiến hành phẫu thuật. Với tính cách thông minh, tình cảm và trung thành, Egyptian Mau là giống mèo lý tưởng cho người nuôi có thời gian tương tác.",25 – 45 triệu VNĐ,12 – 22 triệu VNĐ,1.000 – 3.000 USD,5,4,1,3,small,0.4636898940742409
127,Cat,lykoi,12 năm – 15 năm,3 – 6 kg,22 – 28 cm,45 – 55 cm,"Lykoi, còn được gọi là “mèo người sói”, là giống mèo hiếm với ngoại hình đặc trưng: bộ lông thưa, không đều và gương mặt gần như trụi lông. Do đặc điểm này, việc chăm sóc Lykoi cần chú ý nhiều hơn đến da và vệ sinh cơ thể. Về chế độ ăn uống, Lykoi cần khẩu phần giàu protein để duy trì sức khỏe, làn da và mức năng lượng. Nên sử dụng thức ăn chất lượng cao, dễ tiêu hóa và đảm bảo đủ vitamin, khoáng chất.

Do có nhiều vùng da hở, Lykoi dễ tích tụ dầu và bụi bẩn trên da. Chủ nuôi nên tắm cho mèo định kỳ (khoảng 1–2 lần/tháng) bằng sữa tắm chuyên dụng cho mèo để tránh viêm da hoặc mụn. Ngoài ra, cần lau mặt, tai và các vùng ít lông thường xuyên để giữ vệ sinh.

Lykoi là giống mèo năng động, thông minh và khá giống chó trong hành vi, thích theo chủ và chơi các trò tương tác. Chúng cần được chơi đùa và vận động mỗi ngày để tránh buồn chán. Do ít lông, Lykoi khá nhạy cảm với nhiệt độ, dễ bị lạnh hoặc cháy nắng, nên cần giữ ấm khi trời lạnh và tránh cho mèo phơi nắng quá lâu.

Về sức khỏe, Lykoi nhìn chung khỏe mạnh, chưa ghi nhận nhiều bệnh di truyền nghiêm trọng, nhưng vẫn cần được theo dõi da liễu và tiêm phòng đầy đủ. Với tính cách trung thành, tò mò và thân thiện, Lykoi là giống mèo độc đáo, phù hợp với người nuôi có thời gian chăm sóc và thích những giống mèo khác lạ.",40 – 80 triệu VNĐ,20 – 40 triệu VNĐ,1.500 – 4.000 USD,5,3,5,4,small,0.4803130239721274
128,Cat,maine_coon,12 năm – 15 năm,5 – 9 kg,25 – 41 cm,50 – 70 cm,"Maine Coon là một trong những giống mèo nhà lớn nhất thế giới, nổi bật với thân hình to khỏe, đuôi dài xù và bộ lông dày giúp chịu lạnh tốt. Mặc dù có ngoại hình to lớn, Maine Coon lại có tính cách hiền lành, thân thiện và rất quấn người. Về chế độ ăn uống, giống mèo này cần khẩu phần giàu protein để duy trì cơ bắp và kích thước cơ thể, đồng thời kiểm soát lượng thức ăn để tránh thừa cân. Nên sử dụng thức ăn chất lượng cao dành cho mèo cỡ lớn, có bổ sung glucosamine để hỗ trợ xương khớp.

Do kích thước lớn và khá năng động, Maine Coon cần không gian đủ rộng để di chuyển và vận động. Chủ nuôi nên chuẩn bị trụ cào móng lớn, đồ chơi chắc chắn và dành thời gian chơi cùng mèo mỗi ngày. Tuy nhiên, chúng không quá hiếu động như Bengal mà thường vận động vừa phải.

Về chăm sóc lông, Maine Coon có bộ lông dài, dày và dễ rối, đặc biệt ở vùng cổ và bụng. Vì vậy cần chải lông 3–4 lần mỗi tuần để tránh rối và giảm rụng lông. Tắm có thể thực hiện mỗi vài tháng hoặc khi mèo quá bẩn.

Về sức khỏe, Maine Coon có nguy cơ mắc một số bệnh di truyền như bệnh cơ tim phì đại (HCM), loạn sản xương hông và các vấn đề về khớp do kích thước lớn. Nên cho mèo khám sức khỏe định kỳ, theo dõi cân nặng và tiêm phòng đầy đủ. Với tính cách hiền hòa, thông minh và tình cảm, Maine Coon là giống mèo rất được ưa chuộng trong các gia đình.",25 – 60 triệu VNĐ,12 – 25 triệu VNĐ,1.000 – 4.000 USD,3,4,4,5,small,0.6280711036625303
129,Cat,nebelung,12 năm – 16 năm,3 – 6 kg,23 – 28 cm,45 – 55 cm,"Nebelung là giống mèo lông dài màu xám xanh (blue) hiếm gặp, nổi bật với bộ lông mềm mượt, óng ánh bạc và thân hình thon gọn. Giống mèo này có tính cách điềm đạm, nhạy cảm và thường chỉ gắn bó thân thiết với một người trong gia đình. Về chế độ ăn uống, Nebelung cần khẩu phần giàu protein, cân đối dưỡng chất để duy trì sức khỏe và độ bóng của bộ lông. Nên ưu tiên thức ăn chất lượng cao, hạn chế thực phẩm có màu nhân tạo vì có thể ảnh hưởng đến sắc lông.

Nebelung không quá hiếu động nhưng vẫn cần được chơi và tương tác hằng ngày để tránh stress. Chúng thích môi trường yên tĩnh, ổn định và không phù hợp với không gian quá ồn ào. Chủ nuôi nên dành thời gian chơi nhẹ nhàng cùng mèo, chuẩn bị đồ chơi đơn giản và khu vực nghỉ ngơi riêng cho mèo.

Về chăm sóc lông, Nebelung có bộ lông dài, mịn nhưng ít rối hơn nhiều giống mèo lông dài khác. Tuy nhiên, vẫn cần chải lông khoảng 2–3 lần mỗi tuần để loại bỏ lông rụng và giữ lông luôn mượt. Tắm không cần thường xuyên, chỉ khi mèo thật sự bẩn.

Về sức khỏe, Nebelung nhìn chung khá khỏe mạnh, ít bệnh di truyền nghiêm trọng. Tuy nhiên, giống mèo này có thể nhạy cảm với môi trường và thay đổi thói quen sinh hoạt. Vì vậy, nên cho mèo khám sức khỏe định kỳ, tiêm phòng đầy đủ và duy trì lịch sinh hoạt ổn định. Với tính cách dịu dàng, trung thành và hơi nhút nhát, Nebelung rất phù hợp với người nuôi thích sự yên tĩnh và gắn bó sâu sắc với thú cưng.",30 – 60 triệu VNĐ,15 – 30 triệu VNĐ,1.200 – 4.000 USD,2,3,3,2,small,0.4836376499517046
130,Cat,persian,12 năm – 17 năm,3 – 5.5 kg,25 – 30 cm,40 – 50 cm,"Persian là giống mèo lông dài nổi tiếng với khuôn mặt tịt, mũi ngắn và bộ lông dày, mềm mượt. Giống mèo này có tính cách hiền lành, trầm tĩnh và thích không gian sống yên tĩnh. Việc chăm sóc Persian đòi hỏi sự kiên nhẫn và đều đặn, đặc biệt là về lông và vệ sinh mặt. Về chế độ ăn uống, Persian cần thức ăn giàu protein, dễ tiêu hóa và có bổ sung vitamin, khoáng chất để duy trì sức khỏe và bộ lông dài. Nên chia khẩu phần thành nhiều bữa nhỏ để hạn chế các vấn đề tiêu hóa.

Do cấu trúc mặt tịt, Persian dễ bị chảy nước mắt và các vấn đề hô hấp. Chủ nuôi cần lau mặt và mắt hằng ngày để tránh viêm nhiễm và ố lông. Ngoài ra, do không quá hiếu động, Persian dễ tăng cân, nên cần khuyến khích vận động nhẹ nhàng thông qua các trò chơi đơn giản trong nhà.

Về chăm sóc lông, Persian cần được chải lông mỗi ngày để tránh rối và vón cục. Việc tắm nên thực hiện định kỳ khoảng 3–4 tuần một lần bằng sữa tắm chuyên dụng cho mèo lông dài. Nếu không được chăm sóc đúng cách, lông Persian rất dễ rối và gây khó chịu cho mèo.

Về sức khỏe, Persian có nguy cơ mắc một số bệnh di truyền như thận đa nang (PKD), các vấn đề về hô hấp và răng miệng. Vì vậy, nên cho mèo kiểm tra sức khỏe định kỳ, tiêm phòng đầy đủ và theo dõi kỹ tình trạng mắt, mũi. Với tính cách dịu dàng, tình cảm và dễ gần, Persian là giống mèo phù hợp với người nuôi có thời gian chăm sóc thường xuyên.",15 – 35 triệu VNĐ,7 – 15 triệu VNĐ,500 – 2.500 USD,2,2,5,4,small,0.4694964462480018
