STT,type,tên giống loài,tuổi thọ trung bình,cân nặng trung bình,chiều cao trung bình,chiều dài trung bình,cách chăm,giá có giấy tờ,giá không giấy tờ,giá quốc tế,score_energy,score_space,score_grooming,score_kid_friendly,score_size,size_index
24,Dog,otterhound,10 năm - 13 năm ,36 – 52 kg,61 – 69 cm,95 – 110 cm,"Otterhound là giống chó săn hiếm có nguồn gốc từ Anh, nổi tiếng với khả năng bơi lội siêu hạng và khứu giác nhạy bén. Chúng vốn được lai tạo để săn rái cá trong môi trường sông nước, vì vậy rất yêu thích bơi và các hoạt động dưới nước. Nếu bạn có hồ, ao, hoặc thường đưa chúng đến sông, biển thì đó chính là môi trường lý tưởng cho chúng phát huy bản năng tự nhiên.  
  
Về tính cách, Otterhound thân thiện, hiền lành, dễ hòa đồng với trẻ nhỏ và các vật nuôi khác. Tuy nhiên, vì là giống chó săn, chúng khá độc lập và đôi khi bướng bỉnh, nên huấn luyện cần sự kiên nhẫn, nhất quán và nhiều khen thưởng tích cực. Chúng không thích bị bỏ một mình quá lâu vì dễ sinh chán nản và phá phách.  
  
Bộ lông của Otterhound là loại lông kép, dài và xoăn gợn sóng, có khả năng chống nước tự nhiên. Tuy nhiên, lông khá dễ bết và rối nên cần được chải 2 – 3 lần/tuần, kết hợp tắm rửa sau những lần bơi hoặc khi bẩn. Vì có tai to và rủ, chúng dễ bị nhiễm trùng tai nếu không được vệ sinh thường xuyên, đặc biệt sau khi tiếp xúc với nước.  
  
Về dinh dưỡng, giống chó này cần khẩu phần ăn giàu protein và chất béo lành mạnh để duy trì năng lượng cao, nhất là khi được vận động nhiều. Nên bổ sung thêm rau củ và chất xơ để hỗ trợ tiêu hóa. Do dễ bị béo phì nếu lười vận động, bạn cần kiểm soát khẩu phần ăn hợp lý.  
  
Ngoài ra, Otterhound có thể mắc một số bệnh di truyền như loạn sản xương hông, bệnh tuyến giáp và một số vấn đề về máu, nên việc kiểm tra sức khỏe định kỳ và duy trì cân nặng hợp lý là rất quan trọng.",45 – 70 triệu VNĐ,20 – 35 triệu VNĐ,2000 – 5000 USD,5,5,4,5,large,1.7660857441242437
25,Dog,saluki,12 năm - 14 năm ,16 – 30 kg,58 – 71 cm,80 – 95 cm,"Saluki là một trong những giống chó săn cổ xưa nhất thế giới, từng được nuôi dưỡng bởi các hoàng gia Ba Tư và Ai Cập cổ đại. Chúng có thân hình mảnh khảnh, thanh thoát, tốc độ cao và vẻ ngoài vô cùng quý tộc. Tính cách Saluki khá điềm đạm, độc lập nhưng cũng gắn bó và trung thành với chủ nhân mà chúng tin tưởng.  
  
Vì là giống chó săn tốc độ, Saluki cần được vận động thường xuyên để giải phóng năng lượng. Đi dạo dài, cho chạy trong khu vực có rào chắn hoặc tham gia các trò chơi rượt đuổi sẽ giúp chúng khỏe mạnh cả thể chất lẫn tinh thần. Tuy nhiên, bạn nên luôn cảnh giác khi thả tự do ở nơi rộng mở vì bản năng săn mồi mạnh mẽ khiến chúng dễ đuổi theo động vật nhỏ.  
  
Bộ lông của Saluki có hai dạng: lông ngắn mượt và lông dài mượt có tua (đặc biệt ở tai, đuôi và chân). Dù loại nào, việc chăm sóc cũng khá đơn giản, chỉ cần chải vài lần/tuần để giữ lông óng mượt và loại bỏ bụi bẩn. Saluki ít rụng lông và hầu như không có mùi hôi, vì vậy tắm rửa định kỳ là đủ.  
  
Về dinh dưỡng, Saluki cần chế độ ăn giàu protein chất lượng từ thịt nạc, cá, trứng, kết hợp rau củ và một lượng tinh bột vừa phải. Do cơ thể mảnh mai và dễ bị rối loạn tiêu hóa, bạn nên cho ăn thành nhiều bữa nhỏ thay vì dồn vào một bữa lớn để giảm nguy cơ xoắn dạ dày.  
  
Saluki thường khỏe mạnh, ít bệnh di truyền nghiêm trọng, nhưng có thể gặp các vấn đề về tim và xương khớp khi già đi. Ngoài ra, chúng khá nhạy cảm với lạnh do ít mỡ và lông mỏng, nên cần được giữ ấm khi trời rét. Đây là giống chó phù hợp với những người nuôi có thời gian, không gian và mong muốn một người bạn đồng hành tao nhã, yên tĩnh nhưng cũng mạnh mẽ.  
  
👉 Bạn có muốn mình gom nhóm các giống chó săn tốc độ vùng Trung Đông & Á – Âu (Saluki, Borzoi, Afghan Hound, Greyhound, Whippet…) thành một bảng so sánh để bạn thấy rõ sự khác biệt về giá, tuổi thọ và đặc điểm chăm sóc không?",40 – 70 triệu VNĐ,18 – 30 triệu VNĐ,2500 – 5000 USD,5,4,2,3,large,1.2786349264505672
26,Dog,scottish_deerhound,8 năm - 11 năm ,36 – 50 kg,71 – 81 cm,95 – 115 cm,"Scottish Deerhound là giống chó săn cổ điển của Scotland, nổi tiếng với dáng vóc cao lớn, uy nghi và tốc độ ấn tượng. Dù có vẻ ngoài mạnh mẽ, tính cách của chúng lại hiền lành, điềm đạm, trung thành và đặc biệt gắn bó với gia đình. Deerhound rất thân thiện, ít khi hung dữ và phù hợp làm thú cưng trong nhà, miễn là bạn đáp ứng được nhu cầu vận động của chúng.  
  
Do xuất thân là chó săn hươu, Scottish Deerhound cần vận động thường xuyên với các buổi đi dạo dài và có không gian rộng để chạy nhảy. Tuy nhiên, không nên cho chạy quá sức khi còn nhỏ, vì giai đoạn phát triển xương khớp cần tránh áp lực quá lớn. Khi trưởng thành, chúng thích hợp với các hoạt động ngoài trời như chạy tự do trong sân vườn có rào chắn hoặc tham gia các môn thể thao cho chó săn.  
  
Bộ lông của Deerhound thuộc loại lông thô, cứng và hơi xoăn, có tác dụng bảo vệ cơ thể trong khí hậu lạnh và khắc nghiệt. Việc chăm sóc lông không quá phức tạp, chỉ cần chải 1 – 2 lần/tuần để loại bỏ lông rụng và bụi bẩn. Bạn cũng nên tắm định kỳ và kiểm tra tai, móng thường xuyên để giữ vệ sinh.  
  
Dinh dưỡng của Deerhound cần chú trọng protein chất lượng từ thịt nạc, cá, trứng, cùng rau củ để bổ sung vitamin và khoáng chất. Vì dễ bị xoắn dạ dày, bạn nên chia nhỏ bữa ăn thay vì cho ăn nhiều cùng lúc. Ngoài ra, giống chó này dễ gặp vấn đề về tim, ung thư xương và loạn sản xương hông, do đó việc kiểm tra sức khỏe định kỳ là rất quan trọng.  
  
Scottish Deerhound không chỉ là một giống chó săn tốc độ mà còn là một ""người bạn hiền khổng lồ"", phù hợp với những gia đình yêu thích chó săn quý tộc, có không gian rộng và sẵn sàng dành thời gian vận động, chăm sóc.",45 – 70 triệu VNĐ,20 – 35 triệu VNĐ,2500 – 6000 USD,4,5,2,4,large,1.8306247545510568
27,Dog,weimaraner,10 năm - 13 năm ,25 – 40 kg,57 – 70 cm,85 – 100 cm,"Weimaraner là giống chó săn có nguồn gốc từ Đức, nổi tiếng với dáng vẻ thể thao, bộ lông xám bạc mượt mà và sự nhanh nhẹn đáng kinh ngạc. Chúng được mệnh danh là “The Gray Ghost” vì khả năng di chuyển linh hoạt và trung thành tuyệt đối với chủ nhân. Tính cách của Weimaraner thường rất gắn bó, thông minh, giàu năng lượng và thường được gọi là “Velcro dog” vì luôn thích theo sát chủ. Tuy nhiên, nếu bị bỏ mặc quá lâu, chúng dễ rơi vào trạng thái lo âu chia ly và có thể phá phách để giải tỏa năng lượng.  
  
Giống chó này đòi hỏi lượng vận động lớn và đều đặn hàng ngày. Các hoạt động như chạy bộ, bơi lội, đi dạo dài hoặc tham gia các trò chơi ném – nhặt là cần thiết để duy trì thể lực và tinh thần. Weimaraner không phù hợp sống trong không gian chật hẹp như căn hộ nhỏ, trừ khi được đưa ra ngoài tập luyện thường xuyên và có người đồng hành.  
  
Bộ lông của Weimaraner ngắn, mượt và ít rụng nên việc chăm sóc khá đơn giản. Bạn chỉ cần chải lông 1 – 2 lần mỗi tuần để loại bỏ lông rụng và bụi bẩn, kết hợp với việc tắm định kỳ, vệ sinh tai và cắt móng để giữ vệ sinh tổng thể.  
  
Chế độ dinh dưỡng của Weimaraner cần chú trọng đến protein chất lượng cao từ thịt nạc, cá và trứng, kết hợp cùng rau củ để bổ sung vitamin và khoáng chất. Vì giống chó này có nguy cơ mắc chứng xoắn dạ dày, bạn nên chia nhỏ bữa ăn thành nhiều lần trong ngày thay vì cho ăn quá nhiều cùng lúc.  
  
Về sức khỏe, ngoài các bệnh về xương khớp và đường tiêu hóa, Weimaraner còn dễ gặp các vấn đề về tim và thần kinh. Do đó, việc kiểm tra sức khỏe định kỳ, tiêm phòng và tẩy giun đúng lịch là điều rất quan trọng để đảm bảo chúng duy trì được thể trạng tốt và tuổi thọ tối đa.  
  
Weimaraner là lựa chọn lý tưởng cho những người năng động, yêu thích các hoạt động ngoài trời và sẵn sàng dành thời gian tập luyện cùng thú cưng. Nếu được chăm sóc đúng cách, chúng sẽ trở thành một người bạn đồng hành trung thành, mạnh mẽ và thông minh trong gia đình.",40 – 65 triệu VNĐ,18 – 30 triệu VNĐ,2000 – 5000 USD,5,2,2,4,large,1.4829668826892064
28,Dog,staffordshire_bullterrier,12 năm - 14 năm ,11 – 17 kg,36 – 41 cm,45 – 55 cm,"Staffordshire Bull Terrier, thường gọi tắt là Staffy, là giống chó có nguồn gốc từ Anh, nổi tiếng với sự mạnh mẽ, dũng cảm nhưng lại cực kỳ tình cảm và gắn bó với gia đình. Dù ngoại hình cơ bắp khiến nhiều người nghĩ rằng chúng hung dữ, nhưng thực tế Staffy rất hiền lành, trung thành và đặc biệt thân thiện với trẻ em, đến mức chúng còn được mệnh danh là “chó trông trẻ” (nanny dog).  
  
Để nuôi dưỡng một Staffordshire Bull Terrier khỏe mạnh, bạn cần chú trọng đến việc vận động thường xuyên. Đây là giống chó năng lượng cao, thích chạy nhảy, chơi kéo co hoặc tham gia các trò chơi vận động mạnh. Các buổi dạo chơi dài kết hợp huấn luyện cơ bản sẽ giúp chúng giải phóng năng lượng và giữ tinh thần thoải mái. Nếu không được tập luyện đầy đủ, Staffy có thể trở nên buồn chán và phá phách.  
  
Bộ lông của Staffy ngắn, bóng và rất dễ chăm sóc. Bạn chỉ cần chải lông một lần mỗi tuần để loại bỏ bụi bẩn và lông rụng. Việc tắm định kỳ, vệ sinh tai, răng và cắt móng thường xuyên sẽ giúp duy trì sức khỏe tổng thể. Do dễ bị dị ứng da, bạn nên chọn sữa tắm dịu nhẹ và theo dõi chế độ ăn để tránh các tác nhân gây kích ứng.  
  
Chế độ dinh dưỡng cần cân bằng giữa protein chất lượng cao từ thịt nạc, cá và trứng, kết hợp với rau củ để bổ sung chất xơ và vitamin. Staffordshire Bull Terrier có xu hướng dễ tăng cân nếu ăn quá nhiều, vì vậy bạn cần kiểm soát khẩu phần ăn và hạn chế đồ ăn vặt không lành mạnh.  
  
Về sức khỏe, ngoài loạn sản xương hông, Staffy còn dễ mắc các bệnh về mắt (như đục thủy tinh thể) và một số vấn đề di truyền khác. Do đó, việc kiểm tra sức khỏe định kỳ và tuân thủ lịch tiêm phòng là điều cần thiết.  
  
Staffordshire Bull Terrier là lựa chọn tuyệt vời cho những gia đình năng động, yêu thích vận động ngoài trời và mong muốn có một chú chó vừa mạnh mẽ vừa tình cảm. Với sự chăm sóc đúng cách, Staffy sẽ trở thành một người bạn đồng hành trung thành, thông minh và tràn đầy năng lượng.",35 – 60 triệu VNĐ,15 – 25 triệu VNĐ,2000 – 4500 USD,5,3,1,5,small,0.7585800070931389
29,Dog,american_staffordshire_terrier,12 năm – 16 năm,18 – 32 kg,43 – 48 cm,55 – 65 cm,"American Staffordshire Terrier, thường gọi tắt là AmStaff, là giống chó có nguồn gốc từ Hoa Kỳ, được phát triển từ Staffordshire Bull Terrier của Anh. Khác với ấn tượng bề ngoài mạnh mẽ và cơ bắp, AmStaff lại có tính cách điềm đạm, trung thành và rất gắn bó với chủ nhân. Chúng là những chú chó thông minh, cảnh giác và giàu tình cảm, thường tỏ ra dịu dàng với trẻ nhỏ và tận tụy với gia đình.  
  
AmStaff là giống chó cần vận động thường xuyên và có khả năng chịu đựng tốt các hoạt động mạnh. Việc cho chúng tham gia chạy bộ, chơi kéo co, dạo dài hoặc huấn luyện agility sẽ giúp duy trì thể chất và giải phóng năng lượng. Nếu bị bỏ mặc lâu ngày hoặc không được tập luyện đầy đủ, AmStaff dễ sinh ra sự buồn chán và có thể phá phách trong nhà. Vì vậy, giống chó này phù hợp nhất với những người chủ năng động, có thời gian đồng hành cùng chúng.  
  
Bộ lông của AmStaff ngắn, mượt và dễ chăm sóc. Bạn chỉ cần chải 1 – 2 lần mỗi tuần để giữ lông bóng khỏe và giảm lông rụng. Bên cạnh đó, việc vệ sinh tai, cắt móng và đánh răng định kỳ cũng rất quan trọng để giữ gìn vệ sinh tổng thể. Giống chó này khá nhạy cảm với thời tiết lạnh, vì vậy khi trời rét cần giữ ấm bằng áo khoác hoặc hạn chế để ngoài trời quá lâu.  
  
Chế độ dinh dưỡng cho AmStaff cần giàu protein từ thịt nạc, cá và trứng, kết hợp cùng rau củ quả để bổ sung vitamin và chất xơ. Do có thể dễ bị tăng cân, khẩu phần ăn nên được chia hợp lý, hạn chế đồ ăn nhiều chất béo và bổ sung thêm thực phẩm hỗ trợ xương khớp.  
  
Về sức khỏe, AmStaff có thể gặp một số vấn đề di truyền như loạn sản xương hông, dị ứng da và bệnh về tim. Việc đưa đi kiểm tra thú y định kỳ, tiêm phòng đầy đủ và duy trì chế độ dinh dưỡng cân bằng sẽ giúp kéo dài tuổi thọ và duy trì sức khỏe ổn định cho chúng.",40 – 70 triệu VNĐ,18 – 30 triệu VNĐ,2500 – 5000 USD,5,4,1,5,medium,1.0683485921102407
30,Dog,bedlington_terrier,12 năm – 16 năm,8 – 10 kg,38 – 44 cm,45 – 55 cm,"Bedlington Terrier là giống chó có nguồn gốc từ Anh, nổi bật với ngoại hình độc đáo, trông giống như một chú cừu nhỏ nhờ bộ lông xoăn mềm và dáng đầu đặc trưng. Đằng sau vẻ ngoài hiền lành ấy lại là một giống chó nhanh nhẹn, dũng cảm, từng được dùng để săn chuột và thỏ. Tính cách của Bedlington Terrier thân thiện, hoạt bát, trung thành và thường gắn bó sâu sắc với gia đình, phù hợp làm thú cưng trong nhà.  
  
Để nuôi dưỡng Bedlington Terrier khỏe mạnh, bạn cần đảm bảo cho chúng được vận động thường xuyên. Chúng thích chạy nhảy, chơi đùa và đặc biệt giỏi trong các hoạt động đòi hỏi sự nhanh nhẹn. Những buổi đi dạo dài, trò chơi đuổi bắt hoặc luyện tập agility là lựa chọn phù hợp để giữ tinh thần và thể chất của chúng luôn ổn định. Nếu không được giải phóng năng lượng, chúng có thể trở nên tăng động hoặc phá phách.  
  
Bộ lông của Bedlington Terrier đặc biệt cần chăm sóc kỹ lưỡng. Đây là loại lông xoăn và có xu hướng mọc nhanh, nên phải chải đều đặn 2 – 3 lần mỗi tuần để tránh rối. Ngoài ra, cần cắt tỉa lông định kỳ để giữ được dáng đặc trưng của giống chó này, đồng thời duy trì sự sạch sẽ. Vệ sinh tai, răng và cắt móng thường xuyên cũng rất cần thiết.  
  
Chế độ dinh dưỡng của Bedlington Terrier nên chú trọng đến protein nạc chất lượng cao và bổ sung rau củ quả để cung cấp vitamin, khoáng chất. Do giống chó này có nguy cơ mắc bệnh liên quan đến gan, bạn cần tránh cho ăn thực phẩm chứa đồng quá nhiều và nên duy trì khẩu phần ăn khoa học, chia đều trong ngày.  
  
Về sức khỏe, ngoài bệnh gan (Copper Toxicosis) đặc trưng, Bedlington Terrier còn dễ mắc các vấn đề về mắt và tim. Do đó, bạn nên đưa chúng đi khám thú y định kỳ, xét nghiệm di truyền khi mua giống và theo dõi sức khỏe sát sao để đảm bảo tuổi thọ tối đa.",40 – 65 triệu VNĐ,20 – 30 triệu VNĐ,2500 – 4500 USD,4,3,5,4,small,0.6759915150581705
31,Dog,border_terrier,12 năm – 15 năm,5 – 7 kg,33 – 40 cm,45 – 55 cm,"Border Terrier là giống chó sục nhỏ gọn, nhanh nhẹn, có nguồn gốc từ vùng biên giới Anh – Scotland. Chúng nổi bật với bản tính dũng cảm, lanh lợi và rất thân thiện với gia đình, đặc biệt là trẻ em. Tuy có gốc là chó săn cáo nhưng Border Terrier khá hiền, dễ huấn luyện và thường sống hòa thuận với các vật nuôi khác nếu được xã hội hóa sớm.  
  
Giống chó này cần được vận động đều đặn để duy trì thể chất khỏe mạnh. Các hoạt động như đi dạo hằng ngày, chạy nhảy trong sân vườn hoặc tham gia trò chơi đòi hỏi sự nhanh nhẹn đều rất phù hợp. Chúng thông minh và thích hợp với những bài tập huấn luyện ngắn, đa dạng để tránh sự nhàm chán.  
  
Bộ lông của Border Terrier thuộc loại lông kép: bên ngoài thô cứng, bên trong mềm mịn, giúp chống chịu thời tiết tốt. Việc chăm sóc lông không quá phức tạp, chỉ cần chải 1 – 2 lần/tuần và tắm khi cần thiết. Tuy nhiên, nên “hand-stripping” (nhổ lông chết bằng tay) vài lần mỗi năm để giữ bộ lông khỏe mạnh và đẹp tự nhiên.  
  
Chế độ dinh dưỡng của Border Terrier cần cân bằng, tập trung vào protein nạc, chất béo lành mạnh cùng rau củ bổ sung vitamin và chất xơ. Do có xu hướng dễ bị béo phì nếu ít vận động, bạn cần kiểm soát khẩu phần ăn và hạn chế đồ ăn vặt.  
  
Về sức khỏe, Border Terrier nhìn chung khỏe mạnh, nhưng có thể gặp một số bệnh di truyền như bệnh tim, vấn đề về khớp và chứng co giật. Khám thú y định kỳ và theo dõi cân nặng là cách tốt nhất để duy trì tuổi thọ và sức khỏe lâu dài cho chúng.",35 – 55 triệu VNĐ,15 – 25 triệu VNĐ,2000 – 4000 USD,4,3,3,5,small,0.5865429080822617
32,Dog,kerry_blue_terrier,12 năm – 15 năm,15 – 18 kg,44 – 49 cm,55 – 65 cm,"Kerry Blue Terrier là giống chó có nguồn gốc từ Ireland, nổi bật với bộ lông xoăn mềm mượt màu xanh lam độc đáo khi trưởng thành. Chúng thông minh, lanh lợi, trung thành và có tính cách mạnh mẽ, từng được sử dụng trong săn bắn, canh gác và chăn gia súc. Dù mang dòng máu chó săn, Kerry Blue cũng rất tình cảm và gắn bó với gia đình, thường trở thành người bạn đồng hành đáng tin cậy.  
  
Giống chó này có nhu cầu vận động cao, cần được đi dạo dài hoặc tham gia các hoạt động ngoài trời mỗi ngày. Chúng thích chạy nhảy, chơi đùa và cũng rất giỏi trong các môn thể thao cho chó như agility hoặc obedience. Nếu không được vận động đủ, Kerry Blue dễ trở nên buồn chán và phá phách.  
  
Bộ lông của Kerry Blue Terrier mềm, xoăn và không rụng nhiều, phù hợp với người bị dị ứng. Tuy nhiên, lông của chúng mọc liên tục nên cần chải đều đặn 2 – 3 lần/tuần để tránh rối và cắt tỉa chuyên nghiệp mỗi 6 – 8 tuần để giữ dáng đẹp. Ngoài ra, vệ sinh tai, răng và cắt móng thường xuyên cũng rất quan trọng để duy trì sức khỏe tổng thể.  
  
Chế độ dinh dưỡng nên giàu protein chất lượng cao từ thịt nạc, cá, trứng, kết hợp với rau củ quả để cung cấp vitamin và khoáng chất. Bạn nên chia nhỏ khẩu phần ăn và tránh cho ăn nhiều tinh bột hoặc đồ ăn dầu mỡ, vì chúng dễ bị thừa cân.  
  
Về sức khỏe, Kerry Blue Terrier nhìn chung khá khỏe mạnh nhưng có nguy cơ mắc các bệnh di truyền như loạn sản xương hông, đục thủy tinh thể và bệnh da. Việc kiểm tra sức khỏe định kỳ và xét nghiệm di truyền khi mua giống là rất cần thiết để đảm bảo chúng có cuộc sống khỏe mạnh và lâu dài.",50 – 80 triệu VNĐ,25 – 40 triệu VNĐ,2500 – 5000 USD,5,4,4,3,medium,0.9063380867835418
33,Dog,irish_terrier,13 năm – 15 năm,11 – 13 kg,43 – 48 cm,50 – 60 cm,"Irish Terrier là một trong những giống chó sục cổ xưa nhất, có nguồn gốc từ Ireland. Chúng nổi bật với bộ lông đỏ đặc trưng cùng tính cách gan dạ, thông minh và trung thành. Dù từng được nuôi để săn bắt và canh gác, Irish Terrier cũng rất tình cảm, gắn bó với chủ và thường tỏ ra bảo vệ gia đình. Chúng dũng cảm nhưng không quá hung hãn, phù hợp làm thú cưng trong nhà nếu được huấn luyện và xã hội hóa sớm.  
  
Giống chó này cần nhiều vận động hằng ngày để duy trì sự khỏe mạnh và tinh thần sảng khoái. Những buổi đi dạo dài, chạy tự do trong sân vườn hoặc tham gia trò chơi tương tác đều rất cần thiết. Ngoài ra, Irish Terrier thông minh và thích hợp với các bài huấn luyện obedience, agility, vừa giúp rèn luyện cơ thể vừa phát triển khả năng tư duy.  
  
Bộ lông của Irish Terrier thuộc loại lông kép với lớp ngoài cứng, thẳng và thô, giúp chống chịu thời tiết tốt. Việc chăm sóc lông khá đơn giản: chỉ cần chải 1 – 2 lần/tuần và “hand-stripping” (nhổ lông chết bằng tay) vài lần mỗi năm để duy trì độ bóng mượt và khỏe mạnh. Tắm định kỳ, vệ sinh tai và răng, cũng như cắt móng thường xuyên sẽ giúp giữ vệ sinh tổng thể.  
  
Dinh dưỡng của Irish Terrier cần giàu protein từ thịt nạc, cá, trứng, kết hợp rau củ và ngũ cốc nguyên hạt để bổ sung năng lượng, vitamin và khoáng chất. Chúng dễ thích nghi với nhiều chế độ ăn nhưng nên tránh đồ ăn nhiều dầu mỡ hoặc thức ăn thừa của con người.  
  
Về sức khỏe, Irish Terrier nhìn chung khá khỏe mạnh, ít gặp bệnh di truyền nghiêm trọng. Tuy nhiên, chúng có thể mắc một số vấn đề về da, dị ứng hoặc loạn sản xương hông. Việc đưa đi khám thú y định kỳ và theo dõi tình trạng cơ thể là cách tốt nhất để kéo dài tuổi thọ của chúng.",40 – 70 triệu VNĐ,20 – 35 triệu VNĐ,2000 – 4500 USD,5,4,3,4,small,0.7879192485594483
34,Dog,norfolk_terrier,12 năm – 15 năm,5 – 6 kg,23 – 26 cm,30 – 35 cm,"Norfolk Terrier có nguồn gốc từ Anh, là một trong những giống chó sục nhỏ nhất nhưng lại vô cùng dũng cảm, nhanh nhẹn và tràn đầy năng lượng. Chúng nổi bật với đôi tai cụp đặc trưng (khác với Norwich Terrier tai dựng), cùng tính cách thân thiện, tình cảm và dễ hòa nhập với gia đình. Dù nhỏ bé, Norfolk Terrier vẫn giữ bản năng săn mồi mạnh mẽ và thích khám phá môi trường xung quanh.  
  
Giống chó này cần được vận động thường xuyên với các buổi đi dạo hằng ngày và thời gian chạy nhảy trong sân vườn có rào chắn. Chúng rất thích tham gia các trò chơi như ném bóng, kéo co hoặc agility, vừa giúp tiêu hao năng lượng vừa gắn kết với chủ. Nếu bị bỏ mặc hoặc không được giải phóng năng lượng, chúng có thể trở nên bồn chồn hoặc phá phách.  
  
Bộ lông của Norfolk Terrier là loại lông kép với lớp ngoài cứng, thẳng và lớp lót mềm, giúp chúng chịu đựng được nhiều điều kiện thời tiết. Việc chăm sóc lông khá đơn giản, chỉ cần chải 1 – 2 lần/tuần và “hand-stripping” vài lần mỗi năm để loại bỏ lông chết, giữ cho bộ lông gọn gàng và khỏe mạnh. Ngoài ra, nên vệ sinh tai, răng và cắt móng định kỳ để tránh các vấn đề về vệ sinh.  
  
Chế độ ăn uống cần cân đối, giàu protein nạc từ thịt, cá, trứng, kèm rau củ quả và ngũ cốc nguyên hạt để bổ sung năng lượng và dưỡng chất. Norfolk Terrier dễ bị tăng cân nếu ăn quá nhiều mà ít vận động, do đó bạn cần kiểm soát khẩu phần ăn hợp lý và hạn chế đồ ăn vặt.  
  
Về sức khỏe, giống chó này nhìn chung khỏe mạnh, ít mắc bệnh di truyền nghiêm trọng. Tuy vậy, chúng có thể gặp các vấn đề về mắt, khớp hoặc răng miệng nếu không được chăm sóc đúng cách. Khám thú y định kỳ sẽ giúp theo dõi sức khỏe và đảm bảo chúng duy trì được tuổi thọ lâu dài.",40 – 65 triệu VNĐ,18 – 30 triệu VNĐ,2500 – 4500 USD,5,3,3,4,small,0.4181537795403285
35,Dog,norwich_terrier,12 năm – 15 năm,5 – 6 kg,24 – 26 cm,30 – 35 cm,"Norwich Terrier, có nguồn gốc từ Anh, là một trong những giống chó sục nhỏ nhất nhưng lại cực kỳ hoạt bát, thông minh và dũng cảm. Điểm đặc trưng của chúng là đôi tai dựng đứng (khác với Norfolk Terrier tai cụp). Norwich Terrier rất thân thiện, yêu thích sự bầu bạn và thường gắn bó chặt chẽ với gia đình, kể cả trẻ em và các vật nuôi khác nếu được xã hội hóa sớm.  
  
Giống chó này có nhu cầu vận động cao so với kích thước nhỏ bé của chúng. Chúng cần được đi dạo hằng ngày kết hợp với các trò chơi như ném bóng, chạy nhảy hoặc agility để giải phóng năng lượng. Norwich Terrier nhanh nhẹn, thông minh và học lệnh khá nhanh, nhưng đôi khi có thể bướng bỉnh, vì vậy huấn luyện cần kiên nhẫn và nhất quán.  
  
Bộ lông của Norwich Terrier thuộc loại lông kép: lớp ngoài cứng, thẳng và lớp lót mềm, giúp chịu lạnh tốt. Việc chăm sóc lông tương đối dễ dàng, chỉ cần chải 1 – 2 lần/tuần và thực hiện “hand-stripping” vài lần mỗi năm để giữ bộ lông khỏe mạnh và gọn gàng. Ngoài ra, vệ sinh tai, răng và cắt móng định kỳ là cần thiết để giữ vệ sinh tổng thể.  
  
Chế độ dinh dưỡng nên giàu protein nạc từ thịt, cá, trứng kết hợp với rau củ và ngũ cốc nguyên hạt để bổ sung vitamin, chất xơ và năng lượng. Do Norwich Terrier khá ham ăn, bạn cần theo dõi khẩu phần để tránh béo phì, đặc biệt là khi ít vận động.  
  
Về sức khỏe, Norwich Terrier nhìn chung khỏe mạnh, nhưng có thể gặp một số vấn đề di truyền như bệnh tim, trật xương bánh chè và các vấn đề về răng. Khám thú y định kỳ và chăm sóc sức khỏe thường xuyên sẽ giúp chúng duy trì tuổi thọ và cuộc sống khỏe mạnh.",40 – 65 triệu VNĐ,18 – 30 triệu VNĐ,2500 – 4500 USD,5,3,3,5,small,0.4214784055199058
