STT,type,tên giống loài,tuổi thọ trung bình,cân nặng trung bình,chiều cao trung bình,chiều dài trung bình,cách chăm,giá có giấy tờ,giá không giấy tờ,giá quốc tế,score_energy,score_space,score_grooming,score_kid_friendly,score_size,size_index
71,Dog,kuvasz,10 năm – 12 năm,35 – 52 kg,66 – 76 cm,90 – 105 cm,"Cách chăm sóc:  
Kuvasz là giống chó chăn gia súc cổ xưa đến từ Hungary, nổi bật với thân hình to lớn, khỏe mạnh, bộ lông dày trắng muốt, và bản tính dũng cảm, trung thành. Chúng từng được sử dụng để bảo vệ gia súc khỏi thú săn mồi lớn, nên có tính cảnh giác, can đảm và khả năng bảo vệ bẩm sinh. Kuvasz gắn bó, yêu thương gia đình nhưng thường dè chừng người lạ, thích hợp làm chó bảo vệ và bạn đồng hành trung thành.  
  
Vận động:  
Kuvasz là giống chó làm việc nên cần được vận động hằng ngày với các buổi đi bộ dài, chạy nhảy trong sân vườn rộng, hoặc tham gia các trò chơi vận động. Việc tập luyện thường xuyên giúp chúng tránh béo phì, duy trì sức khỏe xương khớp và tinh thần ổn định. Nếu bị nhốt hoặc ít vận động, Kuvasz dễ trở nên buồn chán, dẫn đến các hành vi phá phách.  
  
Huấn luyện:  
Giống chó này thông minh nhưng có tính độc lập cao, nên huấn luyện cần kiên nhẫn, nhất quán và sử dụng phương pháp tích cực. Chủ nuôi cần thể hiện vai trò “thủ lĩnh” vững vàng, nếu không Kuvasz có thể trở nên bướng bỉnh và khó kiểm soát. Xã hội hóa sớm (tiếp xúc với người, động vật, môi trường khác nhau) là rất quan trọng để chúng cân bằng tính cách.  
  
Chăm sóc lông:  
Bộ lông trắng, dày và hơi xoăn gợn sóng của Kuvasz cần được chải 2 – 3 lần/tuần để loại bỏ bụi bẩn và lông rụng, tránh rối. Dù lông dày nhưng ít mùi, chỉ cần tắm khi thực sự bẩn. Cần chú ý vệ sinh tai, mắt, răng và cắt móng thường xuyên để phòng bệnh.  
  
Chế độ dinh dưỡng:  
Vì Kuvasz là giống chó lớn và hoạt động nhiều, khẩu phần ăn nên giàu protein chất lượng cao (thịt nạc, cá, trứng) kết hợp cùng rau củ quả, tinh bột nguyên hạt. Khẩu phần nên được chia đều, tránh cho ăn quá nhiều trong một lần để giảm nguy cơ xoắn dạ dày – bệnh thường gặp ở chó ngực sâu. Hạn chế thức ăn nhiều mỡ, đồ ăn thừa hoặc xương sắc nhọn.  
  
Sức khỏe:  
Kuvasz thường có sức khỏe tốt, nhưng có thể gặp một số bệnh di truyền ở chó lớn như: loạn sản hông, loạn sản khuỷu tay, bệnh xoắn dạ dày, bệnh về mắt (đục thủy tinh thể, teo võng mạc tiến triển). Khám thú y định kỳ, chế độ ăn uống hợp lý và vận động đều đặn sẽ giúp chúng duy trì tuổi thọ và chất lượng cuộc sống cao",40 – 65 triệu VNĐ,20 – 35 triệu VNĐ,2500 – 5000 USD,5,5,3,3,large,1.773580967160516
72,Dog,schipperke,13 năm – 16 năm,5 – 7 kg,25 – 33 cm,30 – 38 cm,"Schipperke là giống chó nhỏ đến từ Bỉ, nổi bật với bộ lông đen dày, dáng vóc chắc chắn, khuôn mặt tinh anh và được mệnh danh là “tiểu sói” do ngoại hình giống chó sói thu nhỏ. Ban đầu, chúng được nuôi trên thuyền để bắt chuột và cảnh giới, sau này trở thành bạn đồng hành trung thành, lanh lợi và tràn đầy năng lượng.  
  
Tính cách:  
Schipperke thông minh, tò mò, gan dạ và có phần bướng bỉnh. Chúng cực kỳ trung thành với gia đình nhưng thường cảnh giác với người lạ, là giống chó giữ nhà tốt. Do có bản tính săn mồi nhỏ, chúng có thể đuổi theo mèo, chim hoặc gặm nhấm, nên cần giám sát khi ra ngoài.  
  
Vận động:  
Dù nhỏ bé nhưng Schipperke có năng lượng cao và cần được vận động hằng ngày: đi bộ, chạy nhảy, chơi đùa hoặc tham gia các trò chơi trí tuệ. Nếu bị bỏ mặc quá lâu, chúng dễ sinh buồn chán và phá phách. Nhà có sân vườn an toàn sẽ rất phù hợp với giống chó này.  
  
Huấn luyện:  
Schipperke nhanh nhẹn, học nhanh nhưng đôi khi cứng đầu, nên cần huấn luyện kiên nhẫn, nhất quán và dùng phương pháp tích cực (thưởng – khích lệ). Chúng thích được thử thách bằng các trò chơi thông minh, agility hoặc obedience. Xã hội hóa sớm cũng quan trọng để tránh quá cảnh giác hoặc sủa nhiều.  
  
Chăm sóc lông:  
Bộ lông đen tuyền, dày và hơi dài ở cổ – ngực cần được chải 1 – 2 lần/tuần để loại bỏ lông rụng và giữ bóng mượt. Chúng rụng lông theo mùa, lúc đó cần chải thường xuyên hơn. Việc tắm không cần quá nhiều, chỉ khi lông bẩn. Cần vệ sinh tai, răng, cắt móng định kỳ để phòng bệnh.  
  
Chế độ dinh dưỡng:  
Nên cho ăn khẩu phần giàu protein nạc (thịt gà, cá, bò), kết hợp rau củ quả và tinh bột nguyên hạt. Do kích thước nhỏ nhưng năng lượng cao, Schipperke cần khẩu phần cân đối, tránh cho ăn quá nhiều vì dễ bị béo phì. Hạn chế đồ ăn thừa, đồ ngọt hoặc thức ăn nhiều dầu mỡ.  
  
Sức khỏe:  
Schipperke nhìn chung khỏe mạnh, tuổi thọ cao, nhưng có thể gặp một số vấn đề như: bệnh về mắt (đục thủy tinh thể, teo võng mạc tiến triển), loạn sản xương bánh chè (patella luxation), bệnh tuyến giáp, béo phì. Khám thú y định kỳ, duy trì cân nặng hợp lý và chế độ vận động đầy đủ sẽ giúp chúng sống lâu và khỏe mạnh.",30 – 50 triệu VNĐ,15 – 25 triệu VNĐ,2000 – 4000 USD,5,3,3,3,small,0.4647403135074205
73,Dog,groenendael,12 năm – 14 năm,20 – 30 kg,56 – 66 cm,75 – 90 cm,"Groenendael là một trong bốn dòng chó Béc-giê Bỉ (Belgian Shepherd), có nguồn gốc từ Bỉ, nổi bật với bộ lông đen dài óng mượt, thân hình cân đối, dẻo dai và ánh mắt thông minh. Đây là giống chó cực kỳ trung thành, thông minh, dũng cảm, thường được sử dụng trong công tác an ninh, cảnh sát, quân đội cũng như làm chó bảo vệ và đồng hành.  
  
Tính cách:  
Groenendael rất gắn bó với gia đình, lanh lợi, cảnh giác và có khả năng bảo vệ tốt. Chúng thông minh, ham học hỏi và dễ huấn luyện, nhưng đôi khi hơi nhạy cảm và cần được xã hội hóa sớm để cân bằng tính cách.  
  
Vận động:  
Giống chó này có năng lượng rất cao, cần vận động hàng ngày bằng các buổi đi bộ dài, chạy bộ, chơi bắt bóng hoặc tham gia các môn thể thao chó như agility, obedience, herding. Nếu không được vận động đủ, Groenendael dễ trở nên bồn chồn, stress và có hành vi phá phách.  
  
Huấn luyện:  
Groenendael tiếp thu nhanh, thông minh và làm việc rất tốt khi có sự hướng dẫn rõ ràng. Huấn luyện nên kiên nhẫn, tích cực và có tính kỷ luật cao. Chúng thích hợp làm chó nghiệp vụ, chó bảo vệ, hoặc chó gia đình cho những người năng động và có kinh nghiệm nuôi chó lớn.  
  
Chăm sóc lông:  
Bộ lông dài, dày và đen tuyền của Groenendael cần chải 2 – 3 lần/tuần để loại bỏ lông rụng và giữ vẻ bóng mượt. Khi vào mùa rụng lông, nên chải thường xuyên hơn. Tắm định kỳ, vệ sinh tai – mắt – răng và cắt móng đều đặn cũng rất quan trọng.  
  
Chế độ dinh dưỡng:  
Do Groenendael là giống chó lớn và năng động, khẩu phần ăn cần giàu protein chất lượng cao (thịt nạc, cá, trứng), kết hợp tinh bột nguyên hạt, rau củ và chất béo tốt. Nên chia khẩu phần hợp lý, tránh cho ăn quá nhiều một lần để giảm nguy cơ xoắn dạ dày.  
  
Sức khỏe:  
Groenendael nhìn chung khỏe mạnh, nhưng có thể mắc một số bệnh di truyền thường gặp ở chó lớn như: loạn sản hông, loạn sản khuỷu, động kinh, teo võng mạc tiến triển (PRA), đục thủy tinh thể. Khám thú y định kỳ, chế độ ăn uống – vận động cân đối sẽ giúp chúng duy trì sức khỏe lâu dài.",40 – 70 triệu VNĐ,20 – 35 triệu VNĐ,2500 – 5000 USD,5,4,4,3,large,1.2725680668412986
74,Dog,malinois,12 năm – 14 năm,20 – 30 kg,56 – 66 cm,75 – 90 cm,"Malinois là một trong bốn dòng chó Béc-giê Bỉ (Belgian Shepherd), có nguồn gốc từ vùng Malines (Bỉ). Chúng nổi bật với vóc dáng cân đối, cơ bắp săn chắc, bộ lông ngắn màu vàng nâu (fawn) kèm mặt nạ đen. Đây là giống chó cực kỳ thông minh, nhanh nhẹn, trung thành và dũng cảm, thường được dùng trong cảnh sát, quân đội, tìm kiếm – cứu hộ và thể thao chó nghiệp vụ.  
  
Tính cách:  
Malinois gắn bó, trung thành, cảnh giác và rất bảo vệ gia đình. Chúng có năng lượng dồi dào, luôn tỉnh táo và thích được làm việc. Vì bản năng bảo vệ mạnh, chúng cần được xã hội hóa sớm để tránh quá cảnh giác hoặc hung hăng với người lạ.  
  
Vận động:  
Đây là một trong những giống chó năng lượng cao nhất, cần ít nhất 1 – 2 giờ vận động nặng mỗi ngày: chạy bộ, bắt bóng, tập agility, obedience hoặc IPO/Schutzhund. Nếu không được vận động đủ, Malinois dễ trở nên stress, bồn chồn và phá phách.  
  
Huấn luyện:  
Malinois rất thông minh, tiếp thu cực nhanh nhưng cũng đòi hỏi người huấn luyện phải kiên nhẫn, kỷ luật và có kinh nghiệm. Chúng phát triển tốt nhất khi được huấn luyện chuyên sâu, có công việc rõ ràng để làm. Với gia đình năng động, Malinois là bạn đồng hành tuyệt vời, nhưng không phù hợp với người mới nuôi chó hoặc ít thời gian.  
  
Chăm sóc lông:  
Bộ lông ngắn, dày và dễ chăm, chỉ cần chải 1 lần/tuần để loại bỏ lông rụng. Vào mùa thay lông, nên chải thường xuyên hơn. Tắm định kỳ, vệ sinh tai, răng và cắt móng đều đặn. Vì lông ngắn nên Malinois ít bám mùi và dễ giữ sạch.  
  
Chế độ dinh dưỡng:  
Khẩu phần ăn cần giàu protein chất lượng cao (thịt gà, bò, cá, trứng) để duy trì cơ bắp săn chắc, kết hợp tinh bột nguyên hạt và rau củ quả. Chia bữa hợp lý, tránh cho ăn quá nhiều một lần để giảm nguy cơ xoắn dạ dày – vấn đề thường gặp ở chó ngực sâu.  
  
Sức khỏe:  
Malinois thường khỏe mạnh, nhưng có thể gặp một số bệnh di truyền như: loạn sản hông, loạn sản khuỷu, teo võng mạc tiến triển (PRA), động kinh, bệnh về tuyến giáp. Khám thú y định kỳ, vận động hợp lý và chế độ ăn cân bằng giúp chúng duy trì thể trạng tốt và tuổi thọ cao.",40 – 70 triệu VNĐ,18 – 30 triệu VNĐ,2000 – 5000 USD,5,4,1,2,large,1.2725680668412986
75,Dog,briard,10 năm – 12 năm,30 – 41 kg,56 – 69 cm,85 – 100 cm,"Briard là giống chó chăn cừu cổ xưa của Pháp, nổi bật với bộ lông dài, dày và gợn sóng, che gần hết khuôn mặt, đôi tai rũ đặc trưng và dáng vóc to khỏe. Chúng được mệnh danh là “trái tim được bao phủ bởi lông” vì tính cách vừa dũng cảm trong công việc, vừa dịu dàng, tình cảm với gia đình.  
  
Tính cách:  
Briard trung thành, thông minh, tình cảm và rất gắn bó với chủ. Chúng cảnh giác với người lạ, có bản năng bảo vệ và chăn dắt mạnh mẽ, thích hợp làm chó giữ nhà, bảo vệ hoặc đồng hành cho gia đình có không gian rộng. Với trẻ em, Briard thường hiền lành và bảo vệ, nhưng cần được xã hội hóa từ sớm.  
  
Vận động:  
Là giống chó làm việc, Briard cần được vận động hằng ngày: đi bộ dài, chạy nhảy, chơi bắt bóng hoặc tham gia các hoạt động ngoài trời. Nếu không vận động đủ, chúng có thể trở nên bồn chồn và phá phách. Gia đình năng động, có sân vườn rộng sẽ phù hợp hơn là căn hộ nhỏ.  
  
Huấn luyện:  
Briard thông minh, học nhanh nhưng có thể bướng bỉnh. Huấn luyện nên kiên nhẫn, nhất quán và dùng phương pháp tích cực. Xã hội hóa sớm giúp chúng cân bằng tính cách, tránh quá cảnh giác hoặc bảo vệ thái quá. Chúng thích hợp với người có kinh nghiệm nuôi chó lớn.  
  
Chăm sóc lông:  
Bộ lông dài và dày của Briard cần chải ít nhất 2 – 3 lần/tuần để tránh rối và loại bỏ bụi bẩn. Khi vào mùa rụng lông, cần chăm sóc kỹ hơn. Việc tắm định kỳ, vệ sinh tai (dễ ẩm do tai rũ), răng và cắt móng đều đặn là cần thiết.  
  
Chế độ dinh dưỡng:  
Khẩu phần ăn cần giàu protein chất lượng cao (thịt nạc, cá, trứng) để duy trì cơ bắp, kết hợp rau củ và tinh bột nguyên hạt. Do Briard là giống chó to lớn, nên chia bữa hợp lý, tránh ăn quá nhiều một lần để giảm nguy cơ xoắn dạ dày.  
  
Sức khỏe:  
Briard có thể gặp một số bệnh di truyền như: loạn sản hông, bệnh mắt (đục thủy tinh thể, teo võng mạc tiến triển), bệnh tuyến giáp, bệnh xoắn dạ dày. Khám thú y định kỳ, duy trì vận động và chế độ dinh dưỡng khoa học sẽ giúp chúng sống khỏe mạnh.",40 – 65 triệu VNĐ,18 – 30 triệu VNĐ,2500 – 4500 USD,5,5,4,4,large,1.5358446038897646
76,Dog,kelpie,12 năm – 15 năm,14 – 21 kg,43 – 51 cm,60 – 70 cm,"Australian Kelpie là giống chó chăn gia súc nổi tiếng của Úc, được biết đến với sự bền bỉ, nhanh nhẹn, thông minh và khả năng làm việc không mệt mỏi. Chúng thường được sử dụng để chăn dắt cừu và gia súc trên những cánh đồng rộng lớn, nổi bật với thân hình gọn gàng, cơ bắp săn chắc, đôi tai dựng và ánh mắt tinh anh.  
  
Tính cách:  
Kelpie cực kỳ thông minh, ham việc, trung thành và giàu năng lượng. Chúng có bản năng chăn dắt mạnh, thích làm việc và luôn tìm kiếm sự tương tác. Kelpie gắn bó với gia đình, thân thiện nhưng có thể dè chừng người lạ. Đây là giống chó lý tưởng cho những ai năng động hoặc có nhu cầu sử dụng chó làm việc.  
  
Vận động:  
Đây là một trong những giống chó có năng lượng cao, cần ít nhất 1 – 2 giờ vận động mạnh mỗi ngày: chạy bộ, bắt bóng, agility, obedience hoặc các hoạt động ngoài trời khác. Nếu không vận động đủ, Kelpie dễ bị stress, chán chường và phá phách.  
  
Huấn luyện:  
Kelpie học rất nhanh, nhạy bén và thích làm việc, nhưng cũng đòi hỏi chủ nuôi kiên nhẫn, nhất quán. Huấn luyện nên sử dụng phương pháp tích cực, kết hợp cả bài tập trí tuệ và thể chất để phát huy tối đa khả năng. Xã hội hóa từ sớm giúp Kelpie cân bằng tính cách và dễ thích nghi với môi trường đô thị hơn.  
  
Chăm sóc lông:  
Bộ lông ngắn, dày và chống chịu thời tiết tốt, rất dễ chăm sóc. Chỉ cần chải 1 lần/tuần để loại bỏ lông rụng và bụi bẩn. Vào mùa rụng lông, nên chải thường xuyên hơn. Việc tắm định kỳ, vệ sinh tai, răng và cắt móng đều quan trọng để giữ sức khỏe.  
  
Chế độ dinh dưỡng:  
Kelpie cần khẩu phần giàu protein để duy trì năng lượng và cơ bắp: thịt nạc, cá, trứng, kết hợp rau củ quả và tinh bột nguyên hạt. Nên chia khẩu phần hợp lý, tránh cho ăn quá nhiều thức ăn dầu mỡ hoặc đồ ăn thừa từ con người.  
  
Sức khỏe:  
Australian Kelpie nhìn chung khỏe mạnh, nhưng có thể gặp một số bệnh di truyền như: loạn sản hông, bệnh mắt di truyền (PRA, đục thủy tinh thể), thoái hóa võng mạc. Khám thú y định kỳ, chế độ ăn khoa học và vận động đầy đủ giúp chúng duy trì tuổi thọ và thể trạng tốt.",30 – 55 triệu VNĐ,15 – 25 triệu VNĐ,2000 – 4000 USD,5,5,2,3,medium,0.9519841636750592
77,Dog,komondor,10 năm – 12 năm,40 – 60 kg,65 – 80 cm,95 – 110 cm,"Komondor là giống chó chăn gia súc khổng lồ đến từ Hungary, nổi bật với bộ lông trắng dài xoắn thành từng dây như sợi thừng – giúp chúng ngụy trang giữa đàn cừu và bảo vệ hiệu quả trước thú săn mồi. Chúng có thân hình to lớn, cơ bắp mạnh mẽ, tính cách độc lập, trung thành và can đảm. Komondor thường được gọi là “vệ sĩ khoác áo len” nhờ khả năng bảo vệ bẩm sinh.  
  
Tính cách:  
Komondor dũng cảm, điềm tĩnh, trung thành và bảo vệ rất tốt. Chúng yêu thương gia đình nhưng thường dè chừng với người lạ. Vì có bản năng bảo vệ mạnh mẽ, chúng cần xã hội hóa từ nhỏ để cân bằng tính cách, tránh quá cảnh giác hoặc hung hăng.  
  
Vận động:  
Dù to lớn, Komondor cần vận động hằng ngày để duy trì sức khỏe và sự linh hoạt: đi bộ dài, chạy nhảy trong sân rộng, các trò chơi vận động nhẹ. Không cần quá năng động như các giống chó chăn khác, nhưng vẫn cần hoạt động đều đặn để tránh béo phì và cứng khớp.  
  
Huấn luyện:  
Komondor thông minh nhưng có tính độc lập cao, nên huấn luyện cần kiên nhẫn, nhất quán và bắt đầu từ sớm. Chủ nuôi phải thể hiện sự lãnh đạo rõ ràng, nếu không chó có thể trở nên bướng bỉnh, khó kiểm soát. Đây là giống chó không phù hợp cho người mới nuôi.  
  
Chăm sóc lông:  
Điểm đặc biệt nhất của Komondor là bộ lông xoắn thành dây thừng dày và nặng. Bộ lông này không cần chải, nhưng cần được chia, tách lông thường xuyên để tránh dính bết hoặc ẩm mốc. Tắm rửa mất nhiều thời gian vì lông dày lâu khô (có thể mất vài ngày). Vệ sinh tai, răng và cắt móng định kỳ cũng quan trọng để phòng bệnh.  
  
Chế độ dinh dưỡng:  
Do kích thước lớn, Komondor cần chế độ ăn giàu protein chất lượng cao (thịt nạc, cá, trứng) để duy trì cơ bắp, kết hợp tinh bột nguyên hạt và rau củ quả. Nên chia bữa hợp lý, tránh cho ăn quá nhiều trong một lần để giảm nguy cơ xoắn dạ dày – bệnh thường gặp ở chó ngực sâu.  
  
Sức khỏe:  
Komondor thường khỏe mạnh, nhưng có thể gặp một số bệnh như: loạn sản hông, loạn sản khuỷu, xoắn dạ dày, bệnh da do lông dày ẩm. Khám thú y định kỳ, chế độ vận động hợp lý và chăm sóc lông đúng cách là chìa khóa để giữ Komondor khỏe mạnh.",45 – 75 triệu VNĐ,25 – 40 triệu VNĐ,3000 – 6000 USD,3,5,5,3,large,1.9350090801373288
78,Dog,old_english_sheepdog,10 năm – 12 năm,30 – 45 kg,56 – 61 cm,85 – 100 cm,"Old English Sheepdog (OES) là giống chó chăn cừu có nguồn gốc từ Anh, nổi tiếng với bộ lông dài xù, dày và bồng bềnh như “bông gòn”. Chúng thường được nhận diện qua dáng đi lắc lư đặc trưng và tính cách hiền lành, thân thiện.  
  
Tính cách:  
OES thông minh, vui vẻ, hòa đồng và cực kỳ gắn bó với gia đình. Chúng hiền lành với trẻ em, thân thiện với các loài vật khác và thường được gọi là “chú hề dịu dàng” vì tính cách vui nhộn. Tuy nhiên, đôi khi có thể hơi bướng bỉnh, cần huấn luyện kiên nhẫn.  
  
Vận động:  
OES có nguồn gốc là chó lao động, nên cần vận động hằng ngày: đi dạo dài, chơi ném bóng, chạy tự do trong sân vườn. Nếu không vận động đủ, chúng dễ tăng cân và trở nên lười biếng.  
  
Huấn luyện:  
Thông minh và nhanh nhạy, nhưng đôi lúc bướng bỉnh. Cần huấn luyện từ nhỏ bằng phương pháp tích cực, khuyến khích bằng thức ăn và lời khen. Ngoài ra, nên cho xã hội hóa sớm để tránh quá cảnh giác với người lạ.  
  
Chăm sóc lông:  
Điểm đặc trưng của OES là bộ lông dài, dày, dễ rối. Cần chải ít nhất 2–3 lần/tuần, nếu không sẽ bị rối và dính bẩn. Khi đến mùa thay lông, việc chăm sóc càng mất thời gian hơn. Nhiều chủ chọn cắt lông ngắn (kiểu “puppy cut”) để dễ chăm sóc hơn. Tắm rửa định kỳ, vệ sinh tai và răng cũng rất quan trọng.  
  
Chế độ dinh dưỡng:  
Cần khẩu phần giàu protein chất lượng cao (thịt, cá, trứng) để duy trì cơ bắp và năng lượng. Bổ sung rau củ quả để hỗ trợ tiêu hóa. Do giống này dễ béo phì, cần kiểm soát khẩu phần, tránh ăn quá nhiều tinh bột.  
  
Sức khỏe:  
Một số vấn đề sức khỏe thường gặp: loạn sản hông, loạn sản khuỷu, bệnh mắt (đục thủy tinh thể, teo võng mạc), béo phì. Khám thú y định kỳ, chế độ ăn hợp lý và vận động đầy đủ giúp duy trì tuổi thọ.",35 – 55 triệu VNĐ,18 – 30 triệu VNĐ,2000 – 4000 USD,4,4,5,5,large,1.5489322448262883
79,Dog,shetland_sheepdog,12 năm – 14 năm,6 – 12 kg,33 – 41 cm,45 – 55 cm,"Shetland Sheepdog, thường gọi là Sheltie, có nguồn gốc từ quần đảo Shetland (Scotland). Chúng là giống chó chăn cừu kích thước trung bình – nhỏ, ngoại hình giống Collie thu nhỏ, với bộ lông dài mượt mà và tính cách thông minh, thân thiện.  
  
Tính cách:  
Sheltie rất thông minh, trung thành và tình cảm, nổi tiếng là một trong những giống chó dễ huấn luyện nhất thế giới (top đầu trong bảng xếp hạng trí thông minh của Stanley Coren). Chúng yêu thương chủ, sống tình cảm, thường bám sát gia đình. Tuy nhiên, có xu hướng cảnh giác và sủa khi thấy người lạ, nên cũng có khả năng canh gác.  
  
Vận động:  
Sheltie tuy nhỏ nhưng là giống chó làm việc, nên cần vận động hằng ngày: đi bộ dài, chơi trò ném bóng, huấn luyện agility hoặc obedience. Nếu không vận động đủ, chúng dễ stress và hay sủa nhiều.  
  
Huấn luyện:  
Vô cùng thông minh, học nhanh, thích làm hài lòng chủ. Huấn luyện Sheltie tương đối dễ, nhưng cần kiên nhẫn và dùng phương pháp tích cực. Xã hội hóa sớm để giảm bớt sự nhút nhát hoặc cảnh giác quá mức.  
  
Chăm sóc lông:  
Bộ lông dài, dày 2 lớp (lông phủ ngoài dài và thẳng, lông lót mềm và dày) cần chải 2–3 lần/tuần để tránh rối và rụng nhiều. Vào mùa thay lông, việc chăm sóc cần kỹ hơn. Tắm rửa, vệ sinh tai – răng – móng định kỳ để giữ sức khỏe tổng thể.  
  
Chế độ dinh dưỡng:  
Khẩu phần ăn giàu protein nạc (thịt gà, cá, bò), bổ sung rau củ quả và tinh bột nguyên hạt. Cần kiểm soát khẩu phần để tránh thừa cân, vì Sheltie dễ bị béo phì nếu ít vận động.  
  
Sức khỏe:  
Một số bệnh thường gặp: bệnh mắt di truyền (Collie Eye Anomaly – CEA), loạn sản xương hông, bệnh tuyến giáp, động kinh nhẹ. Khám thú y định kỳ, duy trì cân nặng hợp lý sẽ giúp Sheltie khỏe mạnh và sống thọ.",30 – 50 triệu VNĐ,15 – 25 triệu VNĐ,2000 – 3500 USD,4,3,5,4,small,0.649394507221552
80,Dog,collie,12 năm – 14 năm,18 – 34 kg,51 – 66 cm,80 – 95 cm,"Collie, đặc biệt là Rough Collie, nổi tiếng toàn cầu nhờ bộ phim và tiểu thuyết “Lassie”. Đây là giống chó chăn cừu có nguồn gốc từ Scotland, với ngoại hình thanh lịch, bộ lông dài mượt và gương mặt hiền hậu.  
  
Tính cách:  
Collie cực kỳ thông minh, trung thành, dịu dàng và tình cảm, rất hợp với trẻ nhỏ, thường được gọi là “người bảo mẫu” trung thành. Chúng hòa đồng với gia đình, hiền lành với thú nuôi khác, nhưng vẫn có bản năng bảo vệ nhẹ nhàng.  
  
Vận động:  
Collie cần vận động vừa phải mỗi ngày: đi bộ dài, chơi đùa, hoặc chạy tự do trong sân vườn. Không đòi hỏi năng lượng cao như Border Collie, nhưng nếu bị nhốt lâu sẽ dễ buồn chán.  
  
Huấn luyện:  
Rough Collie học nhanh, dễ huấn luyện và rất thích làm hài lòng chủ. Nổi tiếng là giống chó thông minh, chúng thường thành công trong các bài thi obedience, agility. Tuy nhiên, đôi khi có thể hơi nhạy cảm, nên huấn luyện bằng phương pháp nhẹ nhàng, tích cực.  
  
Chăm sóc lông:  
Bộ lông 2 lớp (ngoài dài mượt, trong dày và ấm) cần chải 2–3 lần/tuần để tránh rối và giữ sạch sẽ. Vào mùa thay lông, việc chải cần kỹ hơn. Cần vệ sinh tai, răng, móng định kỳ. Với khí hậu nóng ẩm (như ở Việt Nam), cần cắt tỉa lông gọn gàng và để chó ở nơi mát mẻ.  
  
Chế độ dinh dưỡng:  
Khẩu phần ăn giàu protein và chất béo tốt từ thịt, cá, trứng, kết hợp rau củ và tinh bột nguyên hạt. Chia thành 2–3 bữa/ngày. Tránh đồ ăn nhiều dầu mỡ hoặc thức ăn thừa của người.  
  
Sức khỏe:  
Collie nhìn chung khỏe mạnh, nhưng có thể gặp một số bệnh di truyền:  
  
Collie Eye Anomaly (CEA – dị tật mắt bẩm sinh)  
  
Loạn sản hông  
  
Động kinh nhẹ  
  
Nhạy cảm với một số loại thuốc (MDR1 mutation)  
Khám thú y định kỳ và duy trì chế độ ăn, vận động hợp lý sẽ giúp Collie sống thọ, khỏe mạnh.",35 – 60 triệu VNĐ,18 – 30 triệu VNĐ,2500 – 4500 USD,3,4,4,5,large,1.2982663878553526
81,Dog,border_collie,12 năm – 15 năm,14 – 22 kg,46 – 56 cm,65 – 75 cm,"Border Collie có nguồn gốc từ vùng biên giới giữa Scotland và Anh, được xem là giống chó thông minh nhất thế giới. Đây là loài chó chăn cừu nổi tiếng nhờ khả năng làm việc không mệt mỏi, phản ứng nhanh nhạy và trí tuệ vượt trội.  
  
Tính cách:  
Border Collie cực kỳ thông minh, trung thành, năng động và ham học hỏi. Chúng gắn bó chặt chẽ với chủ, thường muốn làm việc hoặc tham gia hoạt động liên tục. Tuy nhiên, chúng không quá phù hợp với gia đình bận rộn hoặc ít vận động, vì dễ chán nản và xuất hiện hành vi phá phách.  
  
Vận động:  
Đây là giống chó năng lượng cực cao, cần ít nhất 2–3 giờ vận động mỗi ngày: chạy bộ, đi dạo dài, chơi ném bóng, frisbee, bơi lội hoặc các môn thể thao cho chó (agility, flyball, obedience). Nếu không đáp ứng được nhu cầu vận động và tinh thần, Border Collie sẽ stress và có thể trở nên tăng động.  
  
Huấn luyện:  
Với trí thông minh bậc nhất, Border Collie học cực nhanh, có thể nắm bắt hàng trăm lệnh và nhiệm vụ phức tạp. Đây là lý do chúng thường xuất hiện trong các cuộc thi tài năng, chăn cừu và thể thao chó. Huấn luyện cần đa dạng, sáng tạo để tránh nhàm chán, và luôn sử dụng phương pháp tích cực.  
  
Chăm sóc lông:  
Bộ lông có 2 dạng: lông ngắn (smooth coat) và lông dài (rough coat). Dù loại nào cũng cần chải 2–3 lần/tuần để loại bỏ lông rụng, giữ sạch sẽ. Tắm rửa định kỳ, vệ sinh tai – răng – móng cũng rất cần thiết.  
  
Chế độ dinh dưỡng:  
Do Border Collie hoạt động nhiều, khẩu phần ăn cần giàu protein chất lượng cao (thịt nạc, cá, trứng), bổ sung tinh bột nguyên hạt và rau củ để duy trì năng lượng. Chia bữa hợp lý, tránh cho ăn quá nhiều chất béo gây tăng cân.  
  
Sức khỏe:  
Một số vấn đề sức khỏe thường gặp ở Border Collie:  
  
Loạn sản hông và khuỷu  
  
Bệnh động kinh  
  
Bệnh mắt di truyền (Collie Eye Anomaly – CEA, Progressive Retinal Atrophy – PRA)  
  
Nhạy cảm với thuốc (MDR1 mutation)  
Chúng nhìn chung khỏe mạnh nếu được vận động và chăm sóc đúng cách.",25 – 45 triệu VNĐ,12 – 20 triệu VNĐ,2000 – 4000 USD,5,4,3,3,medium,1.0109814602303326
